ID,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Seasons Count
375,Jodhaa Akbar,2008,13+,7.6,75%,1,0,0,0,0,NA
376,Handsome Devil,2017,,7.1,83%,1,0,0,0,0,NA
377,"Love, Rosie",2014,18+,7.2,33%,1,0,1,0,0,NA
378,Oceans,2009,all,7.8,81%,1,0,0,0,0,NA
379,The Ritual,2017,18+,6.3,71%,1,0,0,0,0,NA
380,Super Dark Times,2017,,6.6,89%,1,0,0,0,0,NA
381,Tallulah,2016,,6.7,84%,1,0,0,0,0,NA
382,Other People,2016,,6.8,85%,1,0,0,0,0,NA
383,Alpha Dog,2006,18+,6.9,54%,1,0,0,0,0,NA
384,Spectral,2016,13+,6.3,75%,1,0,0,0,0,NA
385,The Babysitter,2017,18+,6.3,71%,1,0,1,0,0,NA
386,"Extremely Wicked, Shockingly Evil and Vile",2019,18+,6.6,55%,1,0,0,0,0,NA
387,Heneral Luna,2015,18+,7.6,71%,1,0,0,0,0,NA
388,Click,2006,13+,6.4,33%,1,0,0,0,0,NA
389,The Duchess,2008,13+,6.9,62%,1,0,1,0,0,NA
390,The Last Man on the Moon,2016,18+,7.4,94%,1,0,0,0,0,NA
391,The 24 Hour War,2016,,7.2,100%,1,0,0,0,0,NA
392,Mune: Guardian of the Moon,2015,7+,7.2,80%,1,0,0,0,0,NA
393,The Devil We Know,2018,,7.7,100%,1,0,0,0,0,NA
394,How the Grinch Stole Christmas,2000,7+,6.2,50%,1,0,0,0,0,NA
395,LA Originals,2020,,7.3,83%,1,0,0,0,0,NA
396,Whisky,2004,,7.1,100%,1,0,1,0,0,NA
397,The Sapphires,2012,13+,7.0,91%,1,0,0,0,0,NA
398,Bloodsport,1988,18+,6.8,40%,1,0,0,0,0,NA
399,Tinker Bell and the Legend of the NeverBeast,2014,all,7.3,75%,1,0,0,0,0,NA
400,Get Me Roger Stone,2017,16+,7.4,88%,1,0,0,0,0,NA
401,Alex Strangelove,2018,18+,6.3,86%,1,0,0,0,0,NA
402,She's Out of My League,2010,18+,6.4,58%,1,0,1,0,0,NA
403,Sarah's Key,2010,13+,7.5,72%,1,0,0,0,0,NA
404,My Happy Family,2017,,7.4,100%,1,0,0,0,0,NA
405,Killing Them Softly,2012,18+,6.2,73%,1,0,0,0,0,NA
406,Ittefaq,2017,7+,7.2,89%,1,0,1,0,0,NA
407,6 Underground,2019,18+,6.1,36%,1,0,0,0,0,NA
408,The Accountant of Auschwitz,2018,,7.3,100%,1,0,0,0,0,NA
409,Echo in the Canyon,2019,13+,7.0,92%,1,0,0,0,0,NA
410,Hold the Dark,2018,,5.6,73%,1,0,0,0,0,NA
411,Suffragette,2015,13+,6.9,73%,1,0,0,0,0,NA
412,The Siege of Jadotville,2016,,7.2,60%,1,0,0,0,0,NA
413,Terminator Salvation,2009,13+,6.5,33%,1,0,0,0,0,NA
414,Hotel Transylvania 3: Summer Vacation,2018,7+,6.3,62%,1,0,0,0,0,NA
415,Filmworker,2018,,7.4,95%,1,0,0,0,0,NA
416,Our Souls at Night,2017,16+,6.9,90%,1,0,0,0,0,NA
417,Mine 9,2019,,6.7,88%,1,0,0,0,0,NA
418,Everybody Knows,2018,18+,6.9,78%,1,0,0,0,0,NA
419,Retribution,2015,,6.6,100%,1,0,1,0,0,1
420,Ice Guardians,2016,,7.5,100%,1,0,0,0,0,NA
421,Tinker Bell and the Pirate Fairy,2014,all,6.6,81%,1,0,0,0,0,NA
422,The World Is Not Enough,1999,13+,6.4,52%,1,0,0,0,0,NA
423,Suite Française,2014,,7.0,76%,1,0,0,0,0,NA
424,Period. End of Sentence.,2018,,7.4,83%,1,0,0,0,0,NA
425,Beyond the Mat,1999,18+,7.6,82%,1,0,0,0,0,NA
426,Next Gen,2018,7+,6.6,80%,1,0,0,0,0,NA
427,Cam,2018,18+,5.9,93%,1,0,0,0,0,NA
428,Divines,2016,,7.4,83%,1,0,0,0,0,NA
429,Shirkers,2018,,7.4,100%,1,0,0,0,0,NA
430,Underworld: Evolution,2006,18+,6.7,17%,1,0,0,0,0,NA
431,Om Shanti Om,2007,7+,6.7,76%,1,0,0,0,0,NA
432,How to Change the World,2015,,7.6,95%,1,0,0,0,0,NA
433,Spitfire,2018,7+,7.5,94%,1,0,0,0,0,NA
434,You Are My Sunday,2016,,7.7,100%,1,0,0,0,0,NA
435,Dear Zindagi,2016,13+,7.6,69%,1,0,0,0,0,NA
436,Uncorked,2020,13+,6.1,93%,1,0,0,0,0,NA
437,The Water Diviner,2014,18+,7.0,61%,1,0,0,0,0,NA
438,Gaga: Five Foot Two,2017,18+,7.0,74%,1,0,0,0,0,NA
439,Austin Powers in Goldmember,2002,13+,6.2,54%,1,0,0,0,0,NA
440,He Never Died,2015,18+,6.4,87%,1,0,0,0,0,NA
441,Black Sea,2014,18+,6.4,80%,1,0,0,0,0,NA
442,Ali's Wedding,2017,18+,6.9,92%,1,0,0,0,0,NA
443,Event Horizon,1997,18+,6.7,27%,1,0,0,0,0,NA
444,Mississippi Grind,2015,18+,6.4,91%,1,0,0,0,0,NA
445,They'll Love Me When I'm Dead,2018,18+,7.4,92%,1,0,0,0,0,NA
446,Kai Po Che!,2013,,7.6,76%,1,0,0,0,0,NA
447,Badla,2019,7+,7.9,57%,1,0,0,0,0,NA
448,Young Adult,2011,18+,6.2,80%,1,0,1,0,0,NA
449,ZZ Top: That Little Ol' Band From Texas,2019,,7.4,100%,1,0,0,0,0,NA
450,Scary Movie,2000,18+,6.2,53%,1,0,0,0,0,NA
451,The Dirt,2019,18+,7.0,42%,1,0,0,0,0,NA
452,Killer Klowns from Outer Space,1988,13+,6.2,78%,1,0,0,0,0,NA
453,The Exception,2017,18+,6.8,74%,1,0,0,0,0,NA
454,Spenser Confidential,2020,18+,6.2,38%,1,0,0,0,0,NA
455,Wheelman,2017,18+,6.4,88%,1,0,0,0,0,NA
456,While We're Young,2014,18+,6.3,84%,1,0,0,0,0,NA
457,Die Another Day,2002,13+,6.1,57%,1,0,0,0,0,NA
458,The Grandmaster,2013,13+,6.6,78%,1,0,0,0,0,NA
459,Bathtubs Over Broadway,2018,13+,7.5,100%,1,0,0,0,0,NA
460,Cadillac Records,2008,18+,7.0,67%,1,0,0,0,0,NA
461,I am Divine,2013,,7.6,96%,1,0,0,0,0,NA
462,King Jack,2015,,7.0,94%,1,0,0,0,0,NA
463,The Runaways,2010,18+,6.5,70%,1,0,0,0,0,NA
464,2012,2009,13+,5.8,39%,1,0,0,0,0,NA
465,The Half of It,2020,13+,7.0,95%,1,0,0,0,0,NA
466,Tigertail,2020,7+,6.4,80%,1,0,0,0,0,NA
467,Sleeping with Other People,2015,18+,6.5,64%,1,0,0,0,0,NA
468,What Lies Beneath,2000,13+,6.6,46%,1,0,0,0,0,NA
469,Fractured,2019,18+,6.4,62%,1,0,0,0,0,NA
470,Master Z: Ip Man Legacy,2018,13+,6.5,89%,1,0,0,0,0,NA
471,Neruda,2016,18+,6.9,93%,1,0,0,0,0,NA
472,One Day,2011,13+,7.0,36%,1,0,1,0,0,NA
473,Just Friends,2005,13+,6.2,42%,1,0,0,0,0,NA
474,Aśoka,2001,18+,6.5,100%,1,0,0,0,0,NA
475,Harold and Lillian: A Hollywood Love Story,2017,,8.0,97%,1,0,0,0,0,NA
476,The Grinch,2018,7+,6.3,59%,1,0,0,0,0,NA
477,Qarib Qarib Singlle,2017,,7.0,88%,1,0,0,0,0,NA
478,Beasts of No Nation,2015,,7.7,91%,1,0,0,0,0,NA
479,Time Trap,2017,18+,6.5,60%,1,0,0,0,0,NA
480,Final Destination 2,2003,18+,6.2,48%,1,0,0,0,0,NA
481,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,2018,,7.1,100%,1,0,0,0,0,NA
482,Dance Academy: The Movie,2017,,7.0,100%,1,0,0,0,0,NA
483,White Fang,2018,7+,6.9,88%,1,0,0,1,0,NA
484,All the Bright Places,2020,18+,6.5,68%,1,0,0,0,0,NA
485,Elena,2013,,7.6,85%,1,0,1,0,0,NA
486,Underworld: Rise of the Lycans,2009,18+,6.6,30%,1,0,0,0,0,NA
487,Talaash,2012,,7.2,80%,1,0,0,0,0,NA
488,Kevin Hart: Laugh at My Pain,2011,18+,7.4,71%,1,0,0,0,0,NA
489,Gridiron Gang,2006,13+,6.9,43%,1,0,0,0,0,NA
490,Hot Rod,2007,13+,6.7,39%,1,0,1,0,0,NA
491,Bee Movie,2007,7+,6.1,50%,1,0,0,0,0,NA
492,Trash,2014,18+,7.2,66%,1,0,0,0,0,NA
493,The Photographer of Mauthausen,2018,18+,6.7,83%,1,0,0,0,0,NA
494,He's Just Not That Into You,2009,13+,6.4,41%,1,0,0,0,0,NA
495,Forks Over Knives,2011,7+,7.7,59%,1,0,0,0,0,NA
496,Bandits,2001,13+,6.5,64%,1,0,1,0,0,NA
497,Sanju,2018,,7.8,50%,1,0,0,0,0,NA
498,Blame!,2017,13+,6.7,82%,1,1,1,0,0,NA
499,Quincy,2018,18+,7.6,81%,1,0,0,0,0,8
500,DragonHeart,1996,13+,6.5,50%,1,0,0,0,0,NA
501,Bad Day for the Cut,2017,,6.5,92%,1,0,0,0,0,NA
502,We the Animals,2018,18+,6.9,93%,1,0,0,0,0,NA
503,Soul Surfer,2011,7+,7.0,45%,1,0,0,0,0,NA
504,Rocko's Modern Life: Static Cling,2019,7+,7.0,91%,1,0,0,0,0,NA
505,Haywire,2011,18+,5.8,80%,1,0,0,0,0,NA
506,Pink,2016,,8.1,100%,1,0,0,0,0,NA
507,Stuart Little,1999,7+,5.9,67%,1,0,0,0,0,NA
508,Cutie and the Boxer,2013,18+,7.2,95%,1,0,0,0,0,NA
509,The World Is Yours,2018,18+,6.4,100%,1,0,0,0,0,NA
510,Berlin Syndrome,2017,18+,6.3,75%,1,0,0,0,0,NA
511,Furie,2019,18+,5.8,95%,1,0,0,0,0,NA
512,Big Miracle,2012,7+,6.5,75%,1,0,0,0,0,NA
513,Tramps,2016,,6.5,95%,1,0,0,0,0,NA
514,Parmanu: The Story of Pokhran,2018,,7.7,50%,1,0,0,0,0,NA
515,Kursk,2018,13+,6.6,69%,1,0,0,0,0,NA
516,Deep Impact,1998,13+,6.2,45%,1,0,0,0,0,NA
517,The Kindergarten Teacher,2018,,6.7,89%,1,0,0,0,0,NA
518,Stonehearst Asylum,2014,13+,6.8,54%,1,0,0,0,0,NA
519,"Nick Kroll & John Mulaney: Oh, Hello on Broadway",2017,18+,7.8,88%,1,0,0,0,0,NA
520,The Wandering Earth,2019,13+,6.0,75%,1,0,0,0,0,NA
521,Bon Cop Bad Cop,2006,13+,6.8,78%,1,0,0,0,0,NA
522,Melvin Goes to Dinner,2003,18+,6.8,100%,1,0,0,0,0,NA
523,Chappaquiddick,2018,13+,6.5,81%,1,0,0,0,0,NA
524,Miles Davis: Birth of the Cool,2019,,7.4,93%,1,0,0,0,0,NA
525,Mission Control: The Unsung Heroes of Apollo,2017,7+,7.5,100%,1,0,0,0,0,NA
526,Dukhtar,2014,7+,7.0,93%,1,0,0,0,0,NA
527,Red Dawn,1984,13+,6.4,46%,1,0,0,0,0,NA
528,Kaabil,2017,18+,7.1,70%,1,0,0,0,0,NA
529,The Company Men,2010,18+,6.7,67%,1,0,0,0,0,NA
530,Studio 54,2018,18+,6.9,90%,1,0,0,0,0,NA
531,The Case for Christ,2017,7+,6.2,59%,1,0,0,0,0,NA
532,Outside In,2018,,6.6,95%,1,0,0,0,0,NA
533,Mowgli: Legend of the Jungle,2018,13+,6.5,52%,1,0,0,0,0,NA
534,Errementari: The Blacksmith and the Devil,2018,,6.3,67%,1,0,0,0,0,NA
535,Jimmy Neutron: Boy Genius,2001,all,6.0,74%,1,0,0,0,0,NA
536,World Trade Center,2006,13+,5.9,67%,1,0,1,0,0,NA
537,I Am Kalam,2010,all,8.0,80%,1,0,1,0,0,NA
538,PEEPLI [Live],2010,7+,7.4,85%,1,0,0,0,0,NA
539,My Scientology Movie,2016,,6.7,89%,1,0,0,0,0,NA
540,Latin History for Morons: John Leguizamo's Road to Broadway,2018,7+,7.5,100%,1,0,0,0,0,NA
541,Mortal Kombat,1995,13+,5.8,47%,1,0,0,0,0,NA
542,Behind the Curve,2018,16+,6.5,89%,1,0,0,0,0,NA
543,Soni,2019,18+,7.2,85%,1,0,0,0,0,NA
544,Carriers,2009,13+,6.0,68%,1,0,0,0,0,NA
545,Tig,2015,,7.4,77%,1,0,0,0,0,NA
546,Patton Oswalt: Annihilation,2017,,7.2,100%,1,0,0,0,0,NA
547,Trixie Mattel: Moving Parts,2019,,7.3,88%,1,0,0,0,0,NA
548,Petta,2019,,7.3,80%,1,0,0,0,0,NA
549,The Bill Murray Stories: Life Lessons Learned from a Mythical Man,2018,18+,7.0,95%,1,0,0,0,0,NA
550,Can't Hardly Wait,1998,13+,6.5,42%,1,0,0,0,0,NA
551,The Confirmation,2016,13+,6.4,91%,1,0,0,0,0,NA
552,The First Wives Club,1996,7+,6.4,50%,1,0,1,0,0,NA
553,Colonia,2016,18+,7.1,26%,1,0,0,0,0,NA
554,Free Fire,2017,18+,6.4,68%,1,0,0,0,0,NA
555,Life As We Know It,2010,13+,6.5,29%,1,0,0,0,0,NA
556,To All the Boys: P.S. I Still Love You,2020,16+,6.0,75%,1,0,0,0,0,NA
557,Cop Car,2015,18+,6.3,80%,1,0,0,0,0,NA
558,Urban Cowboy,1980,7+,6.3,67%,1,0,0,0,0,NA
559,Above the Rim,1994,18+,6.6,53%,1,0,0,0,0,NA
560,Screwball,2019,,7.1,94%,1,0,0,0,0,NA
561,Prosecuting Evil: The Extraordinary World of Ben Ferencz,2018,,7.3,100%,1,0,0,0,0,NA
562,The Incident,2014,,6.4,83%,1,0,0,0,0,NA
563,Resident Evil: Extinction,2007,18+,6.3,24%,1,0,0,0,0,NA
564,American Assassin,2017,18+,6.2,35%,1,0,0,0,0,NA
565,Rang De Basanti,2006,13+,8.2,,1,0,0,0,0,NA
566,Open Season,2006,7+,6.1,48%,1,0,0,0,0,NA
567,Strong Island,2017,,6.4,100%,1,0,0,0,0,NA
568,Resident Evil: Apocalypse,2004,18+,6.2,20%,1,0,0,0,0,NA
569,Smoke & Mirrors,2016,,6.9,83%,1,0,0,0,0,NA
570,Sky Ladder: The Art of Cai Guo-Qiang,2017,,7.3,100%,1,0,0,0,0,NA
571,Kate & Leopold,2001,13+,6.4,50%,1,0,0,0,0,NA
572,Raiders!: The Story of the Greatest Fan Film Ever Made,2015,,6.9,91%,1,0,0,0,0,NA
573,Then Came You,2019,13+,7.0,59%,1,0,0,0,0,NA
574,The Forest of Love,2019,,6.4,100%,1,0,0,0,0,NA
575,I Called Him Morgan,2016,,7.3,96%,1,0,0,0,0,NA
576,The Money Pit,1986,7+,6.4,48%,1,0,0,0,0,NA
577,The Angel,2018,18+,6.6,75%,1,0,1,0,0,NA
578,Burlesque,2010,13+,6.4,36%,1,0,0,0,0,NA
579,My Masterpiece,2018,,7.1,86%,1,0,0,0,0,NA
580,Mr. Church,2016,13+,7.6,24%,1,0,0,0,0,NA
581,Murder Mystery,2019,13+,6.0,44%,1,0,0,0,0,NA
582,Audrie & Daisy,2016,,7.2,81%,1,0,0,0,0,NA
583,Miss Hokusai,2015,13+,6.7,93%,1,0,0,0,0,NA
584,Dumplin',2018,,6.6,63%,1,0,0,0,0,NA
585,The Invention of Lying,2009,13+,6.4,56%,1,0,0,0,0,NA
586,Breath,2017,18+,6.7,80%,1,0,1,0,0,NA
587,Kodachrome,2017,18+,6.8,72%,1,0,0,0,0,NA
588,Operation Red Sea,2018,18+,6.7,80%,1,0,0,0,0,NA
589,Murder Party,2007,,5.8,100%,1,0,0,0,0,NA
590,Woodstock: Three Days That Defined a Generation,2019,,7.6,84%,1,0,0,0,0,NA
591,Laggies,2014,18+,6.4,65%,1,0,0,0,0,NA
592,Eye for an Eye,2019,,6.6,88%,1,0,1,0,0,NA
593,Cowspiracy: The Sustainability Secret,2014,,8.3,,1,0,0,0,0,NA
594,Eddie Murphy: Delirious,1983,18+,8.2,83%,1,0,0,0,0,NA
595,The Aerial,2007,,7.4,64%,1,0,0,0,0,NA
596,Fire in Paradise,2019,18+,7.4,80%,1,0,0,0,0,NA
597,Cookie's Fortune,1999,13+,6.8,86%,1,0,0,0,0,NA
598,Before I Wake,2016,13+,6.2,61%,1,0,0,0,0,NA
599,Layla M.,2016,,6.7,100%,1,0,0,0,0,NA
600,Mountain,2018,7+,7.2,87%,1,0,0,0,0,NA
601,Center Stage,2000,13+,6.7,42%,1,0,0,0,0,NA
602,Mr. Right,2016,18+,6.3,44%,1,0,0,0,0,NA
603,Tamasha,2015,7+,7.3,67%,1,0,0,0,0,NA
604,Just Another Love Story,2007,,7.2,74%,1,0,0,0,0,NA
605,Quartet,2012,13+,6.8,80%,1,0,0,0,0,NA
606,Dil Chahta Hai,2001,all,8.1,,1,0,0,0,0,NA
607,"Bikram: Yogi, Guru, Predator",2019,18+,6.7,96%,1,0,0,0,0,NA
608,Dolphin Tale 2,2014,7+,6.4,65%,1,0,0,0,0,NA
609,No One Killed Jessica,2011,13+,7.2,80%,1,0,0,0,0,NA
610,I Am Bolt,2016,7+,7.1,85%,1,0,0,0,0,NA
611,Evolution,2001,13+,6.1,43%,1,1,1,0,0,NA
612,BuyBust,2018,,5.8,82%,1,0,0,0,0,NA
613,Advantageous,2015,,6.2,84%,1,0,0,0,0,NA
614,The Iron Lady,2011,13+,6.4,52%,1,0,0,0,0,NA
615,Son of a Gun,2014,18+,6.5,62%,1,0,0,0,0,NA
616,Rugrats in Paris: The Movie,2000,all,6.1,76%,1,0,0,0,0,NA
617,On My Skin,2018,,7.3,60%,1,0,0,0,0,NA
618,Sweetheart,2019,13+,5.7,94%,1,0,0,0,0,NA
619,Raees,2017,18+,6.8,67%,1,0,0,0,0,NA
620,The Rover,2014,18+,6.4,66%,1,0,0,0,0,NA
621,Paan Singh Tomar,2012,7+,8.2,,1,0,0,0,0,NA
622,The Other Side of the Wind,2018,18+,6.8,83%,1,0,0,0,0,NA
623,The Garden of Words,2013,13+,7.5,,1,0,0,0,0,NA
624,The Legend of 420,2017,,6.7,100%,1,0,0,0,0,NA
625,Let It Fall: Los Angeles 1982-1992,2017,18+,7.7,100%,1,0,0,0,0,NA
626,Manto,2018,,7.4,71%,1,0,0,0,0,NA
627,Rainbow,2015,,8.0,73%,1,0,0,0,0,20
628,Walking Out,2017,13+,5.8,90%,1,0,0,0,0,NA
629,Holy Hell,2016,,7.1,75%,1,0,0,0,0,NA
630,After,2019,13+,5.4,17%,1,0,1,0,0,NA
631,Jersey Boys,2014,18+,6.8,51%,1,0,0,0,0,NA
632,Flavors of Youth,2018,,6.6,80%,1,0,0,0,0,NA
633,Nappily Ever After,2018,18+,6.4,71%,1,0,0,0,0,NA
634,Final Destination 3,2006,18+,5.8,43%,1,0,0,0,0,NA
635,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,13+,6.6,41%,1,0,0,0,0,NA
636,Elizabeth: The Golden Age,2007,13+,6.8,34%,1,0,0,0,0,NA
637,37 Seconds,2019,,7.3,85%,1,0,0,0,0,NA
638,A Futile and Stupid Gesture,2018,18+,6.8,61%,1,0,0,0,0,NA
639,The Green Hornet,2011,13+,5.8,44%,1,0,0,0,0,NA
640,Dear John,2010,13+,6.3,29%,1,0,0,0,0,NA
641,Heroin(e),2017,,6.8,100%,1,0,0,0,0,NA
642,Guzaarish,2010,7+,7.4,67%,1,0,0,0,0,NA
643,Imperial Dreams,2014,,6.8,91%,1,0,0,0,0,NA
644,Between Two Ferns: The Movie,2019,18+,6.1,77%,1,0,0,0,0,NA
645,13 Sins,2014,18+,6.3,65%,1,0,0,0,0,NA
646,Kiss the Girls,1997,18+,6.6,29%,1,0,1,0,0,NA
647,Newness,2017,,6.4,69%,1,0,0,0,0,NA
648,Mr. Roosevelt,2017,18+,6.2,100%,1,0,0,0,0,NA
649,Justin Timberlake + The Tennessee Kids,2016,,7.8,100%,1,0,0,0,0,NA
650,Battle: Los Angeles,2011,13+,5.7,36%,1,0,0,0,0,NA
651,Hondros,2018,,7.5,100%,1,0,0,0,0,NA
652,When We First Met,2018,16+,6.4,56%,1,0,0,0,0,NA
653,(T)ERROR,2015,,6.6,91%,1,0,1,0,0,NA
654,Kuch Kuch Hota Hai,1998,all,7.6,,1,0,0,0,0,NA
655,Trailer Park Boys: The Movie,2006,18+,7.2,57%,1,0,0,0,0,NA
656,G.O.R.A.,2004,13+,8.0,,1,0,0,0,0,NA
657,Phantom Boy,2015,7+,6.6,88%,1,0,0,0,0,NA
658,Survivor's Guide to Prison,2018,18+,7.1,100%,1,0,0,0,0,NA
659,Transcendence,2014,13+,6.3,20%,1,0,0,0,0,NA
660,Jagga Jasoos,2017,7+,6.5,90%,1,0,0,0,0,NA
661,The Perfect Date,2019,16+,5.8,65%,1,0,0,0,0,NA
662,A Fortunate Man,2018,16+,7.2,80%,1,0,0,0,0,NA
663,Kahaani,2012,,8.1,,1,0,0,0,0,NA
664,Andaz Apna Apna,1994,7+,8.2,,1,0,1,0,0,NA
665,Let It Snow,2019,13+,5.8,81%,1,0,0,0,0,NA
666,Middle School: The Worst Years of My Life,2016,7+,6.1,63%,1,0,0,0,0,NA
667,The Little Hours,2017,18+,5.8,78%,1,0,0,0,0,NA
668,Aval,2017,13+,6.8,100%,1,0,0,0,0,NA
669,The Unknown Known,2013,13+,7.0,82%,1,0,0,0,0,NA
670,Kahlil Gibran's The Prophet,2014,7+,7.1,65%,1,0,0,0,0,NA
671,The Princess Switch,2018,7+,6.0,75%,1,0,0,0,0,NA
672,The Blackcoat's Daughter,2017,18+,5.9,73%,1,0,0,0,0,NA
673,What We Started,2018,,7.0,85%,1,0,0,0,0,NA
674,Let There Be Light,1946,,7.4,83%,1,0,1,0,0,NA
675,Into the Forest,2016,18+,5.8,76%,1,0,0,0,0,NA
676,God Knows Where I Am,2016,,7.3,84%,1,0,0,0,0,NA
677,Stuart Little 2,2002,all,5.4,81%,1,0,0,0,0,NA
678,The Rolling Stones: Olé Olé Olé! – A Trip Across Latin America,2016,16+,7.5,100%,1,0,0,0,0,NA
679,Sand Storm,2016,,6.8,92%,1,0,0,0,0,NA
680,From Paris with Love,2010,18+,6.5,38%,1,0,1,0,0,NA
681,Luck by Chance,2009,,7.0,80%,1,0,0,0,0,NA
682,I Am Jane Doe,2017,,6.8,91%,1,0,0,0,0,NA
683,Pee-wee's Big Holiday,2016,7+,6.1,80%,1,0,0,0,0,NA
684,Promised Land,2012,18+,6.6,52%,1,0,0,0,0,NA
685,Carrie Pilby,2017,,6.6,62%,1,0,0,0,0,NA
686,Seeing Allred,2018,16+,6.8,100%,1,0,0,0,0,NA
687,Goldstone,2016,18+,6.5,76%,1,0,0,0,0,NA
688,The Signal,2014,13+,6.1,61%,1,0,0,0,0,NA
689,The Red Sea Diving Resort,2019,18+,6.5,30%,1,0,0,0,0,NA
690,Self/less,2015,13+,6.5,19%,1,0,0,0,0,NA
691,The Burial of Kojo,2018,,6.4,100%,1,0,0,0,0,NA
692,Horse Girl,2020,18+,5.9,72%,1,0,0,0,0,NA
693,Headshot,2016,,6.3,72%,1,0,0,0,0,NA
694,Joan Didion: The Center Will Not Hold,2017,,7.4,89%,1,0,0,0,0,NA
695,Circle,2015,,6.0,60%,1,0,0,0,0,NA
696,Chris Rock: Tamborine,2018,18+,6.5,100%,1,0,0,0,0,NA
697,The Monster,2016,18+,5.4,81%,1,0,1,0,0,NA
698,Sergio,2020,18+,6.1,44%,1,0,0,0,0,NA
699,The C Word,2016,,7.6,100%,1,0,0,0,0,4
700,John Mulaney: New in Town,2012,18+,8.3,,1,0,0,0,0,NA
701,In the Shadow of the Moon,2019,18+,6.2,59%,1,0,0,0,0,NA
702,Mirror Mirror,2012,7+,5.6,50%,1,0,1,0,0,NA
703,Hasee Toh Phasee,2014,13+,6.8,80%,1,0,0,0,0,NA
704,Bhavesh Joshi Superhero,2018,,7.6,63%,1,0,0,0,0,NA
705,Brooklyn's Finest,2009,18+,6.7,44%,1,0,1,0,0,NA
706,Wakefield,2017,18+,6.3,74%,1,0,0,0,0,1
707,Wish I Was Here,2014,18+,6.7,46%,1,0,0,0,0,NA
708,Lu Over the Wall,2017,7+,6.8,76%,1,0,0,0,0,NA
709,Man of Tai Chi,2013,18+,6.1,70%,1,0,0,0,0,NA
710,Comedian,2002,18+,6.9,76%,1,0,0,0,0,NA
711,Alive and Kicking,2017,,6.6,100%,1,0,0,0,0,1
712,The Secret,2006,7+,5.6,74%,1,0,0,0,0,NA
713,Louis C.K.: Hilarious,2010,,8.5,,1,0,0,0,0,NA
714,Notes on Blindness,2016,,7.1,95%,1,0,0,0,0,NA
715,The Kissing Booth,2018,16+,6.1,17%,1,0,0,0,0,NA
716,Horns,2013,18+,6.5,41%,1,0,0,0,0,NA
717,Emelie,2016,,5.4,88%,1,0,0,0,0,NA
718,Best Worst Thing That Ever Could Have Happened...,2016,,7.5,95%,1,0,0,0,0,NA
719,Go!,2020,,5.9,78%,1,0,0,0,0,NA
720,First Match,2018,18+,6.3,82%,1,0,0,0,0,NA
721,Grass is Greener,2019,,7.2,100%,1,0,0,0,0,NA
722,The Short Game,2013,7+,7.4,84%,1,0,0,0,0,NA
723,Sunday's Illness,2018,13+,6.9,94%,1,0,0,0,0,NA
724,Ten Years,2015,,6.7,100%,1,0,1,0,0,NA
725,Chicken Little,2005,all,5.7,37%,1,0,0,1,0,NA
726,Kicking and Screaming,1995,18+,6.8,57%,1,0,0,0,0,NA
727,The Ravenous,2017,,5.9,88%,1,0,0,0,0,NA
728,Animal World,2018,,6.5,70%,1,0,0,0,0,5
729,Michelle Wolf: Joke Show,2019,,7.1,100%,1,0,0,0,0,NA
730,Kevin Hart: Let Me Explain,2013,18+,6.8,61%,1,0,0,0,0,NA
731,Fun with Dick and Jane,2005,13+,6.2,28%,1,0,0,0,0,NA
732,Seoul Searching,2015,18+,7.1,75%,1,0,0,0,0,NA
733,The Keeping Hours,2017,13+,6.3,80%,1,0,0,0,0,NA
734,Kickboxer: Retaliation,2018,18+,5.0,92%,1,0,0,0,0,NA
735,Weed the People,2018,,7.0,100%,1,0,0,0,0,NA
736,Time Share,2018,18+,6.0,95%,1,0,0,0,0,NA
737,Johnny English Reborn,2011,7+,6.3,38%,1,0,0,0,0,NA
738,Fire in the Blood,2013,,7.7,90%,1,0,0,0,0,NA
739,Dil Dhadakne Do,2015,13+,6.8,64%,1,0,0,0,0,NA
740,6 Days,2017,18+,6.2,63%,1,0,0,0,0,NA
741,Morris from America,2016,18+,6.2,88%,1,0,0,0,0,NA
742,Joshua: Teenager vs. Superpower,2017,16+,7.0,93%,1,0,0,0,0,NA
743,Highway,2014,13+,7.7,88%,1,0,0,0,0,NA
744,Sweet Virginia,2017,18+,6.2,78%,1,0,0,0,0,NA
745,Chloe,2009,18+,6.3,51%,1,0,0,0,0,NA
746,Manson Family Vacation,2015,,5.8,100%,1,0,0,0,0,NA
747,Benji,2018,7+,6.3,60%,1,0,0,0,0,NA
748,Roll Red Roll,2019,,7.1,100%,1,0,0,0,0,NA
749,All About Nina,2018,18+,6.0,86%,1,0,0,0,0,NA
750,Heartbreakers,2001,13+,6.2,53%,1,0,0,0,0,NA
751,Mercury 13,2018,,6.8,100%,1,0,0,0,0,NA
752,Kevin Hart: What Now?,2016,18+,5.9,76%,1,0,0,0,0,NA
753,"Michael Bolton's Big, Sexy Valentine's Day Special",2017,18+,6.7,100%,1,0,0,0,0,NA
754,All Day and a Night,2020,18+,5.9,53%,1,0,0,0,0,NA
755,ARQ,2016,18+,6.4,43%,1,0,0,0,0,NA
756,Nighthawks,1981,18+,6.4,70%,1,0,0,0,0,NA
